,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependants,own_telephone,foreign_worker,class
4809,no checking,6,no credits/all paid,radio/tv,426,<100,>=7,4,male mar/wid,none,4,car,39,stores,own,1,unskilled resident,1,none,yes,good
4810,no checking,36,existing paid,used car,4686,<100,1<=X<4,2,male single,none,2,no known property,32,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
4811,no checking,12,existing paid,business,1542,<100,4<=X<7,2,male single,none,4,car,36,stores,own,1,skilled,1,yes,yes,good
4812,no checking,18,critical/order existing credit,radio/tv,1582,>=1000,>=7,4,male single,none,4,car,46,stores,own,2,skilled,1,none,yes,good
4813,no checking,24,existing paid,radio/tv,2284,<100,4<=X<7,4,male single,none,2,car,28,stores,own,1,skilled,1,yes,yes,good
4814,no checking,36,critical/order existing credit,used car,11054,no known savings,1<=X<4,4,male single,none,2,car,30,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
4815,no checking,24,critical/order existing credit,radio/tv,2223,100<=X<500,>=7,4,male single,none,4,life insurance,52,bank,own,2,skilled,1,none,yes,good
4816,no checking,48,delayed previously,radio/tv,12749,500<=X<10000,4<=X<7,4,male single,none,1,car,37,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
4817,no checking,18,critical/order existing credit,furniture/equipment,3780,<100,<1,3,male div/sep,none,2,car,35,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,good
4818,no checking,12,critical/order existing credit,business,1412,<100,1<=X<4,4,female div/dep/mar,guarantor,2,real estate,29,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,good
4819,no checking,24,critical/order existing credit,radio/tv,1516,>=1000,1<=X<4,4,female div/dep/mar,none,1,real estate,43,stores,own,2,unskilled resident,1,none,yes,good
4820,no checking,12,critical/order existing credit,business,1264,no known savings,>=7,4,male single,none,4,no known property,57,stores,rent,1,unskilled resident,1,none,yes,good
4821,0<=X<200,12,no credits/all paid,retraining,1410,<100,1<=X<4,2,male single,none,2,real estate,31,stores,own,1,unskilled resident,1,yes,yes,good
4822,<0,6,critical/order existing credit,radio/tv,1169,no known savings,>=7,4,male single,none,4,real estate,67,stores,own,2,skilled,1,yes,yes,good
4823,0<=X<200,12,no credits/all paid,retraining,1410,<100,1<=X<4,2,male single,none,2,real estate,31,stores,own,1,unskilled resident,1,yes,yes,good
4824,no checking,6,existing paid,radio/tv,2108,<100,4<=X<7,2,male mar/wid,none,2,real estate,29,stores,rent,1,skilled,1,none,yes,good
4825,0<=X<200,12,existing paid,new car,2002,<100,4<=X<7,3,male single,none,4,life insurance,30,stores,rent,1,skilled,2,yes,yes,good
4826,no checking,11,critical/order existing credit,radio/tv,1154,100<=X<500,unemployed,4,female div/dep/mar,none,4,real estate,57,stores,own,3,unskilled resident,1,none,yes,good
4827,no checking,6,existing paid,furniture/equipment,2978,500<=X<10000,1<=X<4,1,male single,none,2,car,32,stores,own,1,skilled,1,yes,yes,good
4828,no checking,18,critical/order existing credit,radio/tv,2404,<100,1<=X<4,2,female div/dep/mar,none,2,car,26,stores,own,2,skilled,1,none,yes,good
4829,no checking,36,existing paid,new car,909,500<=X<10000,>=7,4,male single,none,4,life insurance,36,stores,own,1,skilled,1,none,yes,good
4830,no checking,10,existing paid,education,727,500<=X<10000,>=7,4,male single,none,4,no known property,46,stores,for free,1,skilled,1,yes,yes,good
4831,no checking,15,existing paid,radio/tv,3568,<100,>=7,4,female div/dep/mar,none,2,car,54,bank,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
4832,0<=X<200,18,existing paid,repairs,3872,<100,unemployed,2,female div/dep/mar,none,4,car,67,stores,own,1,skilled,1,yes,yes,good
4833,no checking,36,critical/order existing credit,business,6304,no known savings,>=7,4,male single,none,4,real estate,36,stores,own,2,skilled,1,none,yes,good
4834,>=200,12,existing paid,radio/tv,1881,<100,1<=X<4,2,female div/dep/mar,none,2,car,44,stores,rent,1,unskilled resident,1,yes,yes,good
4835,no checking,24,critical/order existing credit,new car,2463,100<=X<500,4<=X<7,4,male mar/wid,none,3,life insurance,27,stores,own,2,skilled,1,yes,yes,good
4836,no checking,18,critical/order existing credit,used car,3850,<100,4<=X<7,3,male single,none,1,car,27,stores,own,2,skilled,1,none,yes,good
4837,<0,6,existing paid,new car,662,<100,<1,3,male single,none,4,real estate,41,stores,own,1,unskilled resident,2,yes,yes,good
4838,0<=X<200,18,existing paid,education,1239,no known savings,1<=X<4,4,male single,none,4,no known property,61,stores,for free,1,skilled,1,none,yes,good
4839,no checking,24,existing paid,retraining,937,<100,<1,4,male mar/wid,none,3,car,27,stores,own,2,unskilled resident,1,none,yes,good
4840,no checking,12,critical/order existing credit,radio/tv,1934,<100,>=7,2,male single,none,2,no known property,26,stores,own,2,skilled,1,none,yes,good
4841,0<=X<200,20,delayed previously,used car,7057,no known savings,4<=X<7,3,male single,none,4,life insurance,36,bank,rent,2,high qualif/self emp/mgmt,2,yes,yes,good
4842,no checking,24,existing paid,new car,3757,<100,>=7,4,female div/dep/mar,co applicant,4,no known property,62,stores,for free,1,skilled,1,yes,yes,good
4843,no checking,12,existing paid,radio/tv,886,no known savings,1<=X<4,4,female div/dep/mar,none,2,car,21,stores,own,1,skilled,1,none,yes,good
4844,no checking,11,critical/order existing credit,radio/tv,1154,100<=X<500,unemployed,4,female div/dep/mar,none,4,real estate,57,stores,own,3,unskilled resident,1,none,yes,good
4845,>=200,21,existing paid,new car,2923,100<=X<500,1<=X<4,1,female div/dep/mar,none,1,car,28,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,good
4846,<0,12,existing paid,furniture/equipment,2578,<100,unemployed,3,female div/dep/mar,none,4,no known property,55,stores,for free,1,high qualif/self emp/mgmt,1,none,yes,good
4847,>=200,18,existing paid,new car,1961,<100,>=7,3,female div/dep/mar,none,2,car,23,stores,own,1,high qualif/self emp/mgmt,1,none,yes,good
4848,no checking,6,existing paid,domestic appliance,1338,500<=X<10000,1<=X<4,1,male div/sep,none,4,real estate,62,stores,own,1,skilled,1,none,yes,good
4849,0<=X<200,14,existing paid,business,1410,500<=X<10000,>=7,1,male mar/wid,none,2,real estate,35,stores,own,1,skilled,1,yes,yes,good
4850,no checking,24,critical/order existing credit,radio/tv,2872,100<=X<500,>=7,3,male single,none,4,real estate,36,stores,own,1,skilled,2,yes,yes,good
4851,no checking,12,critical/order existing credit,radio/tv,1934,<100,>=7,2,male single,none,2,no known property,26,stores,own,2,skilled,1,none,yes,good
4852,<0,6,existing paid,furniture/equipment,428,<100,>=7,2,female div/dep/mar,none,1,life insurance,49,bank,own,1,skilled,1,yes,yes,good
4853,0<=X<200,18,critical/order existing credit,furniture/equipment,1295,<100,<1,4,female div/dep/mar,none,1,life insurance,27,stores,own,2,skilled,1,none,yes,good
4854,no checking,24,critical/order existing credit,used car,6842,no known savings,1<=X<4,2,male single,none,4,life insurance,46,stores,own,2,high qualif/self emp/mgmt,2,yes,yes,good
4855,<0,6,critical/order existing credit,new car,1361,<100,<1,2,male single,none,4,real estate,40,stores,own,1,unskilled resident,2,none,no,good
4856,<0,12,existing paid,education,1200,no known savings,1<=X<4,4,female div/dep/mar,none,4,life insurance,23,bank,rent,1,skilled,1,yes,yes,good
4857,0<=X<200,18,existing paid,radio/tv,1113,<100,1<=X<4,4,female div/dep/mar,guarantor,4,real estate,26,stores,own,1,unskilled resident,2,none,yes,good
4858,0<=X<200,6,existing paid,radio/tv,2063,<100,<1,4,male mar/wid,none,3,car,30,stores,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
4859,no checking,12,critical/order existing credit,radio/tv,1934,<100,>=7,2,male single,none,2,no known property,26,stores,own,2,skilled,1,none,yes,good
4860,no checking,11,critical/order existing credit,radio/tv,1154,100<=X<500,unemployed,4,female div/dep/mar,none,4,real estate,57,stores,own,3,unskilled resident,1,none,yes,good
4861,<0,12,existing paid,furniture/equipment,1620,<100,1<=X<4,2,female div/dep/mar,co applicant,3,life insurance,30,stores,own,1,skilled,1,none,yes,good
4862,<0,18,critical/order existing credit,radio/tv,1880,<100,4<=X<7,4,male mar/wid,none,1,life insurance,32,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,good
4863,no checking,6,existing paid,education,1538,<100,<1,1,female div/dep/mar,none,2,no known property,56,stores,own,1,skilled,1,none,yes,good
4864,no checking,9,critical/order existing credit,new car,2134,<100,1<=X<4,4,male single,none,4,car,48,stores,own,3,skilled,1,yes,yes,good
4865,0<=X<200,9,existing paid,furniture/equipment,2030,no known savings,4<=X<7,2,male single,none,1,car,24,stores,own,1,skilled,1,yes,yes,good
4866,no checking,12,critical/order existing credit,new car,682,100<=X<500,4<=X<7,4,female div/dep/mar,none,3,car,51,stores,own,2,skilled,1,yes,yes,good
4867,0<=X<200,9,existing paid,radio/tv,790,500<=X<10000,1<=X<4,4,female div/dep/mar,none,3,real estate,66,stores,own,1,unskilled resident,1,none,yes,good
4868,<0,12,existing paid,furniture/equipment,2578,<100,unemployed,3,female div/dep/mar,none,4,no known property,55,stores,for free,1,high qualif/self emp/mgmt,1,none,yes,good
4869,no checking,14,delayed previously,new car,802,<100,1<=X<4,4,male single,none,2,car,27,stores,own,2,unskilled resident,1,none,yes,good
4870,<0,30,no credits/all paid,furniture/equipment,4583,<100,1<=X<4,2,male div/sep,guarantor,2,real estate,32,stores,own,2,skilled,1,none,yes,good
4871,>=200,42,critical/order existing credit,used car,4796,<100,>=7,4,male single,none,4,no known property,56,stores,for free,1,skilled,1,none,yes,good
4872,no checking,15,existing paid,furniture/equipment,2186,no known savings,4<=X<7,1,female div/dep/mar,none,4,real estate,33,bank,rent,1,unskilled resident,1,none,yes,good
4873,0<=X<200,6,existing paid,radio/tv,590,<100,<1,3,male mar/wid,none,3,real estate,26,stores,own,1,unskilled resident,1,none,no,good
4874,no checking,48,critical/order existing credit,education,6110,<100,1<=X<4,1,male single,none,3,no known property,31,bank,for free,1,skilled,1,yes,yes,good
4875,<0,21,existing paid,radio/tv,2606,<100,<1,4,female div/dep/mar,none,4,life insurance,28,stores,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
4876,0<=X<200,24,existing paid,furniture/equipment,4351,no known savings,1<=X<4,1,female div/dep/mar,none,4,life insurance,48,stores,own,1,unskilled resident,1,yes,yes,good
4877,no checking,12,critical/order existing credit,radio/tv,976,no known savings,>=7,4,male single,none,4,car,35,stores,own,2,skilled,1,none,yes,good
4878,no checking,12,existing paid,new car,1884,<100,>=7,4,male single,none,4,car,39,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
4879,<0,15,delayed previously,furniture/equipment,3643,<100,>=7,1,female div/dep/mar,none,4,life insurance,27,stores,own,2,unskilled resident,1,none,yes,good
4880,0<=X<200,24,existing paid,furniture/equipment,3069,100<=X<500,>=7,4,male single,none,4,no known property,30,stores,for free,1,skilled,1,none,yes,good
4881,<0,12,existing paid,furniture/equipment,1858,<100,<1,4,female div/dep/mar,none,1,car,22,stores,rent,1,skilled,1,none,yes,good
4882,no checking,15,critical/order existing credit,new car,5045,no known savings,>=7,1,female div/dep/mar,none,4,car,59,stores,own,1,skilled,1,yes,yes,good
4883,0<=X<200,24,delayed previously,business,4712,no known savings,1<=X<4,4,male single,none,2,life insurance,37,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,good
4884,no checking,36,existing paid,used car,8133,<100,1<=X<4,1,female div/dep/mar,none,2,life insurance,30,bank,own,1,skilled,1,none,yes,good
4885,no checking,9,existing paid,furniture/equipment,1313,<100,>=7,1,male single,none,4,car,20,stores,own,1,skilled,1,none,yes,good
4886,0<=X<200,18,critical/order existing credit,furniture/equipment,7374,<100,unemployed,4,male single,none,4,life insurance,40,,own,2,high qualif/self emp/mgmt,1,yes,yes,good
4887,0<=X<200,12,existing paid,radio/tv,1158,500<=X<10000,1<=X<4,3,male div/sep,none,1,car,26,stores,own,1,skilled,1,yes,yes,good
4888,0<=X<200,12,existing paid,furniture/equipment,3017,<100,<1,3,female div/dep/mar,none,1,real estate,34,stores,rent,1,high qualif/self emp/mgmt,1,none,yes,good
4889,no checking,24,delayed previously,furniture/equipment,4151,100<=X<500,1<=X<4,2,male single,none,3,life insurance,35,stores,own,2,skilled,1,none,yes,good
4890,<0,24,existing paid,furniture/equipment,4020,<100,1<=X<4,2,male single,none,2,car,27,,own,1,skilled,1,none,yes,good
4891,no checking,36,critical/order existing credit,new car,3535,<100,4<=X<7,4,male single,none,4,car,37,stores,own,2,skilled,1,yes,yes,good
4892,no checking,60,delayed previously,radio/tv,15653,<100,4<=X<7,2,male single,none,4,car,21,stores,own,2,skilled,1,yes,yes,good
4893,0<=X<200,36,critical/order existing credit,radio/tv,2337,<100,>=7,4,male single,none,4,real estate,36,stores,own,1,skilled,1,none,yes,good
4894,no checking,24,critical/order existing credit,radio/tv,2424,no known savings,>=7,4,male single,none,4,life insurance,53,stores,own,2,skilled,1,none,yes,good
4895,<0,15,critical/order existing credit,furniture/equipment,975,<100,1<=X<4,2,male div/sep,none,3,life insurance,25,stores,own,2,skilled,1,none,yes,good
4896,0<=X<200,30,no credits/all paid,business,4221,<100,1<=X<4,2,female div/dep/mar,none,1,car,28,stores,own,2,skilled,1,none,yes,good
4897,0<=X<200,12,existing paid,new car,7472,no known savings,unemployed,1,female div/dep/mar,none,2,real estate,24,stores,rent,1,unemp/unskilled non res,1,none,yes,good
4898,<0,20,critical/order existing credit,furniture/equipment,4272,<100,>=7,1,female div/dep/mar,none,4,life insurance,24,stores,own,2,skilled,1,none,yes,good
4899,no checking,24,existing paid,furniture/equipment,929,no known savings,4<=X<7,4,male single,none,2,car,31,,own,1,skilled,1,yes,yes,good
4900,no checking,10,existing paid,new car,1364,<100,1<=X<4,2,female div/dep/mar,none,4,car,64,stores,own,1,skilled,1,yes,yes,good
4901,<0,6,existing paid,radio/tv,2647,500<=X<10000,1<=X<4,2,male single,none,3,real estate,44,stores,rent,1,skilled,2,none,yes,good
4902,no checking,12,critical/order existing credit,radio/tv,717,<100,>=7,4,male single,none,4,real estate,52,stores,own,3,skilled,1,none,yes,good
4903,0<=X<200,12,existing paid,radio/tv,2930,<100,4<=X<7,2,female div/dep/mar,none,1,real estate,27,stores,own,1,skilled,1,none,yes,good
4904,no checking,36,existing paid,used car,8133,<100,1<=X<4,1,female div/dep/mar,none,2,life insurance,30,bank,own,1,skilled,1,none,yes,good
4905,no checking,24,existing paid,used car,5433,no known savings,unemployed,2,female div/dep/mar,none,4,life insurance,26,stores,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
4906,0<=X<200,18,existing paid,business,1913,>=1000,<1,3,male mar/wid,none,3,real estate,36,bank,own,1,skilled,1,yes,yes,good
4907,no checking,30,existing paid,radio/tv,2333,500<=X<10000,>=7,4,male single,none,2,car,30,bank,own,1,high qualif/self emp/mgmt,1,none,yes,good
4908,0<=X<200,18,existing paid,education,1239,no known savings,1<=X<4,4,male single,none,4,no known property,61,stores,for free,1,skilled,1,none,yes,good
4909,no checking,12,existing paid,furniture/equipment,1574,<100,1<=X<4,4,male single,none,2,real estate,50,stores,own,1,skilled,1,none,yes,good
4910,no checking,54,no credits/all paid,used car,9436,no known savings,1<=X<4,2,male single,none,2,life insurance,39,stores,own,1,unskilled resident,2,none,yes,good
4911,no checking,24,critical/order existing credit,furniture/equipment,5150,<100,>=7,4,male single,none,4,car,33,stores,own,1,skilled,1,yes,yes,good
4912,no checking,24,critical/order existing credit,business,4139,100<=X<500,1<=X<4,3,male single,none,3,life insurance,27,stores,own,2,unskilled resident,1,yes,yes,good
4913,no checking,24,existing paid,radio/tv,3430,500<=X<10000,>=7,3,male single,none,2,car,31,stores,own,1,skilled,2,yes,yes,good
4914,no checking,12,critical/order existing credit,furniture/equipment,1592,>=1000,4<=X<7,3,female div/dep/mar,none,2,life insurance,35,stores,own,1,skilled,1,none,no,good
4915,<0,12,existing paid,furniture/equipment,2578,<100,unemployed,3,female div/dep/mar,none,4,no known property,55,stores,for free,1,high qualif/self emp/mgmt,1,none,yes,good
4916,no checking,12,existing paid,radio/tv,3077,<100,1<=X<4,2,male single,none,4,car,52,stores,own,1,skilled,1,yes,yes,good
4917,0<=X<200,36,existing paid,education,3711,no known savings,1<=X<4,2,male mar/wid,none,2,car,27,stores,own,1,skilled,1,none,yes,good
4918,0<=X<200,20,delayed previously,used car,7057,no known savings,4<=X<7,3,male single,none,4,life insurance,36,bank,rent,2,high qualif/self emp/mgmt,2,yes,yes,good
4919,0<=X<200,9,existing paid,new car,1549,no known savings,<1,4,male single,none,2,real estate,35,stores,own,1,unemp/unskilled non res,1,none,yes,good
4920,0<=X<200,21,existing paid,furniture/equipment,3976,no known savings,4<=X<7,2,male single,none,3,car,35,stores,own,1,skilled,1,yes,yes,good
4921,no checking,9,existing paid,education,3832,no known savings,>=7,1,male single,none,4,real estate,64,stores,own,1,unskilled resident,1,none,yes,good
